job_type,build_id,pr_number,result,job_start,job_end,total_s,create_end,olm_end,test_end,destroy_end,pre_test_s,test_s,post_s,test_step_name,failure_category,failure_signals,log_fetched
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2034220347359760384,750,ABORTED,1773830904,1773830910,6,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2034113324097998848,750,FAILURE,1773805387,1773808806,3419,1773806075,1773806107,1773806982,1773808791,688,875,1824,llmisvc,setup:install,timed out.*waiting.*(kuadrant|authorino),True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2034065519413301248,750,FAILURE,1773793990,1773802917,8927,1773795077,1773795118,1773799434,1773802902,1087,4316,3483,llmisvc,platform:cluster-health,node.*NotReady,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2034003959206645760,750,FAILURE,1773779314,1773783198,3884,1773781524,,,1773783184,2210,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2033977365121470464,748,FAILURE,1773772973,1773776316,3343,1773775326,,,1773776300,2353,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2033976536264085504,746,ABORTED,1773772776,1773773397,621,,,,1773773381,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2033974130151264256,748,ABORTED,1773772201,1773773747,1546,1773773139,,,1773773733,938,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2033970794475819008,746,ABORTED,1773771406,1773773136,1730,1773772923,,,1773773121,1517,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2033969694540566528,746,ABORTED,1773771144,1773771182,38,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2033708376545824768,739,SUCCESS,1773708841,1773714171,5330,1773710405,1773710452,1773712157,1773714156,1564,1705,2014,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2032500185581490176,736,FAILURE,1773420785,1773421000,215,,,,,,,,,platform:provision,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2032488049031516160,737,ABORTED,1773417892,1773423756,5864,1773420832,1773420841,1773421811,1773423741,2940,970,1945,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2032487681748897792,736,FAILURE,1773417805,1773418268,463,,,,,,,,,platform:provision,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2032487222992703488,737,ABORTED,1773417695,1773417884,189,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2032486858352496640,736,ABORTED,1773417610,1773417740,130,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2032076234489335808,729,ABORTED,1773319709,1773322807,3098,1773321373,,,1773322767,1664,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2031969871230668800,726,SUCCESS,1773294349,1773299582,5233,1773295424,1773295468,1773297601,1773299567,1075,2133,1981,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2031756574665478144,726,FAILURE,1773243496,1773249210,5714,1773246528,1773246535,1773246859,1773249195,3032,324,2351,llmisvc,platform:timeout,did not become ready in time,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2031426883005976576,722,SUCCESS,1773164890,1773170245,5355,1773166094,1773166108,1773168166,1773170230,1204,2058,2079,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2031374171069485056,722,FAILURE,1773152322,1773158936,6614,1773154536,1773154579,1773156597,1773158921,2214,2018,2339,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2031327927244689408,722,FAILURE,1773141298,1773146710,5412,1773142581,1773142594,1773144400,1773146694,1283,1806,2310,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2031090958296158208,722,FAILURE,1773084800,1773087249,2449,1773086672,,,1773087233,1872,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2031062119029411840,722,FAILURE,1773077924,1773083222,5298,1773079225,1773079238,1773081396,1773083205,1301,2158,1826,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030973579801137152,722,FAILURE,1773056815,1773057369,554,1773057298,,,1773057354,483,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030615163232587776,722,FAILURE,1772971362,1772971885,523,1772971798,,,1772971869,436,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030327558712594432,722,FAILURE,1772902791,1772903441,650,1772903370,,,1772903424,579,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030037317330145280,722,FAILURE,1772833592,1772834374,782,1772834338,,,1772834358,746,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030027660716937216,722,FAILURE,1772831290,1772831390,100,1772831353,,,1772831374,63,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030020070498897920,722,FAILURE,1772829480,1772829602,122,1772829531,,,1772829585,51,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030007370616147968,722,FAILURE,1772826452,1772826590,138,1772826508,,,1772826573,56,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2030000253205221376,722,FAILURE,1772824755,1772824852,97,1772824816,,,1772824836,61,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2029995723096854528,722,FAILURE,1772823676,1772823794,118,1772823757,,,1772823778,81,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2029992505960828928,722,FAILURE,1772822909,1772823344,435,1772823309,,,1772823327,400,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2029990793627832320,721,FAILURE,1772822501,1772822958,457,1772822889,,,1772822943,388,,,,platform:provision,status code: 400,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2029990117799628800,720,ABORTED,1772822341,1772822411,70,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2029987246613991424,719,ABORTED,1772821655,1772822389,734,1772822292,,,1772822372,637,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2029681121117081600,717,ABORTED,1772748668,1772755417,6749,1772752257,1772752268,1772753252,1772755402,3589,984,2165,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2029230489973297152,698,FAILURE,1772641228,1772646515,5287,1772642886,1772642997,1772644818,1772646500,1658,1821,1697,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2028867612837941248,698,FAILURE,1772554712,1772564803,10091,1772561361,1772561376,1772563189,1772564788,6649,1813,1614,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2028865694434594816,698,ABORTED,1772554256,1772554702,446,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2028466535797886976,698,FAILURE,1772459088,1772467298,8210,1772463627,1772463720,1772465688,1772467283,4539,1968,1610,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2028320036128559104,698,FAILURE,1772424159,1772434164,10005,1772430641,1772430687,1772432671,1772434148,6482,1984,1493,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2027816188964245504,698,FAILURE,1772304037,1772308890,4853,1772305462,1772305511,1772307497,1772308875,1425,1986,1393,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2027444502200848384,698,FAILURE,1772215416,1772228373,12957,1772224526,1772224575,1772226754,1772228358,9110,2179,1619,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2027036673711280128,698,FAILURE,1772118183,1772129351,11168,1772125699,1772125794,1772127830,1772129335,7516,2036,1521,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2026741375684317184,698,FAILURE,1772047778,1772055199,7421,,,,,,,,,platform:provision,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2026734991735525376,698,ABORTED,1772046256,1772047770,1514,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2022350043473776640,690,SUCCESS,1771000803,1771006503,5700,1771002146,1771002621,1771004465,1771006488,1343,1844,2038,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2022349590082097152,690,ABORTED,1771000695,1771000791,96,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2021976546826260480,689,ABORTED,1770911754,1770916495,4741,1770914990,1770915063,1770915139,1770916480,3236,76,1356,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2021739736657301504,689,FAILURE,1770855295,1770860862,5567,1770856635,1770856688,1770859410,1770860847,1340,2722,1452,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2020859081853505536,682,SUCCESS,1770645330,1770652316,6986,1770648440,1770648527,1770650401,1770652301,3110,1874,1915,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2019796070057381888,684,ABORTED,1770391889,1770391949,60,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2019785071170424832,682,FAILURE,1770389266,1770394106,4840,1770390531,1770390753,1770392547,1770394090,1265,1794,1559,llmisvc,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed, AssertionError",True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2017220628305678336,675,FAILURE,1769777855,1769784406,6551,1769779533,1769779575,1769782783,1769784391,1678,3208,1623,llmisvc,platform:cluster-health,node.*NotReady,True
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2016578342903353344,670,SUCCESS,1769624744,1769630073,5329,1769625948,1769626000,1769627931,1769630058,1204,1931,2142,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2013850191475511296,665,ABORTED,1768974287,1768975366,1079,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2013658613716881408,664,ABORTED,1768928605,1768931653,3048,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2013124474169200640,644,SUCCESS,1768801256,1768808939,7683,1768805029,1768805078,1768807033,1768808924,3773,1955,1906,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2013124214596308992,644,ABORTED,1768801194,1768801247,53,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2011122549164871680,653,ABORTED,1768323960,1768326567,2607,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2010322207409967104,644,SUCCESS,1768133144,1768138053,4909,1768134401,1768134431,1768136348,1768138038,1257,1917,1705,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2008642594212417536,639,SUCCESS,1767732692,1767741010,8318,1767737175,1767737183,1767739060,1767740994,4483,1877,1950,llmisvc,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,2000593625330749440,628,ABORTED,1765813669,1765818213,4544,,,,,,,,,,,False
pull-ci-opendatahub-io-odh-model-controller-main-e2e-odh-llmisvc,1993770765786288128,614,SUCCESS,1764186974,1764194038,7064,1764190648,1764190700,1764192579,1764194023,3674,1879,1459,llmisvc,,,False
